id,name,tenant_id,store_no,enterprise,domain,province,time_zone,website,Pharmacy Address__unit,Pharmacy Address__street_number,Pharmacy Address__street_name,Pharmacy Address__city,Pharmacy Address__province,Pharmacy Address__postal_code,Pharmacy Address__po_box,Pharmacy Address__latitude,Pharmacy Address__longitude,Pharmacy Address__street_address,Pharmacy Address__country,google_place_id
011248f8-cf51-46f2-8f64-598afc024d1c,Park & Tilford,c79c2656-0a6d-4e20-98bf-15a775eaae53,990,SOF,https://saveonfoodspharmacy.medmeapp.com,BC,America/Vancouver,https://www.saveonfoods.com,,333,Brooksbank Avenue,North Vancouver,BC,V7J 3S8,,49.309062,-123.041966,333 Brooksbank Avenue,Canada,
01567a3a-9927-4f16-ac80-88cfffb9a780,Extend Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://extendpharmacy.medmeapp.com,ON,America/Toronto,https://www.extendpharmacy.com,Suite 324,1929,Russell Rd,Ottawa,Ontario,K1G 4G3,,,,,Canada,
01650a3d-7eed-426a-9afd-1420f2f650ab,Urban Square Drug Mart,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://urbansquaredrugmart.medmeapp.com,ON,America/Toronto,https://drugmarts.ca/,,197,Trunk Road,Sault Ste Marie,Ontario,P6A 3S5,,,,,CA,
017b4e12-9278-4e3f-aeba-a637d70ff9a9,Raglan St Renfrew,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,662,REXALL,https://rexall.medmeapp.com/662,ON,America/Toronto,https://www.rexall.ca,,339,Raglan Street South,Renfrew,ON,K7V 1R6,,45.4713,-76.6832,339 Raglan Street South,Canada,
0186cabd-0080-4c96-85ff-b828646b7c2c,Bolton Pharmacy and Health Centre,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://boltonpharmasave.medmeapp.com,ON,America/Toronto,https://pharmasave.com/north-bolton,Unit 7,8,Queen Street North,Bolton,ON,L7E 1C8,,,,,Canada,
01a601b2-e540-41f2-b73c-ee8628417563,"JOSEE BLOUIN, Pharmacien(ne.s) Propriétaire(s)",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0079,PHX,https://scheduler.pharmaprix.ca,QC,America/Toronto,https://pharmaprix.ca,,8371,NEWMAN,MONTREAL,QC,H8N 1Y4,,45.4331,-73.6303,8371 NEWMAN,Canada,
01e32bdf-ebce-4948-a6ea-f1f92c34a660,"MICHEL BOURQUE, Pharmacien(ne.s) Propriétaire(s)",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0035,PHX,https://scheduler.pharmaprix.ca,QC,America/Toronto,https://pharmaprix.ca,,420,BELVEDERE SUD,SHERBROOKE,QC,J1H 4B5,,45.3957,-71.8945,420 BELVEDERE SUD,Canada,
01ef8631-8d5c-4f21-babf-04adde7cba5b,Saveway Market Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://savewaymarket.medmeapp.com,ON,America/Boise,https://www.savewaymarket.com/pharmacy,,1200,Shoup St,Salmon,ID,83467,,,,,CA,
01f8ddfc-a089-43bd-8f0c-e59e1c469bee,Real Canadian Superstore Dougall Avenue - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2827,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,2430,Dougall Ave,Windsor,ON,N8X 1T2,,42.289047,-83.022206,2430 Dougall Ave,Canada,
022f8680-5c35-40c4-a328-abd90ef8142a,Harwood Ave Ajax,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,1701,REXALL,https://rexall.medmeapp.com/1701,ON,America/Toronto,https://www.rexall.ca,,240,Harwood Avenue South,Ajax,ON,L1S 2N6,,43.848226,-79.020991,240 Harwood Avenue South,Canada,
023225fd-4111-4268-82dd-721d8bc7ade7,Centennial Mall Brampton,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,1438,REXALL,https://rexall.medmeapp.com/1438,ON,America/Toronto,https://www.rexall.ca,Unit #32,227,Vodden Street East,Brampton,ON,L6V 1N2,,43.702154,-79.756257,227 Vodden Street East Unit #32,Canada,
024d071d-bc00-40ee-baa3-f1a9830fe612,SHOPPERS DRUG MART Pond Mills,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1077,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,1155,COMMISSIONERS RD.E.,London,ON,N5Z 4L9,,42.9619,-81.1957,1155 COMMISSIONERS RD.E.,Canada,
02524fda-b05e-4dac-8086-36c901426a14,"SHOPPERS DRUG MART Rossland Square, Oshawa",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0688,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,545,ROSSLAND ROAD EAST,Oshawa,ON,L1K 1K8,,43.9195,-78.8512,545 ROSSLAND ROAD EAST,Canada,
0265fb3b-6e14-4caf-9514-52c2436f8ee5,SHOPPERS DRUG MART Truro,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0152,SDM,https://shoppersdrugmart.medmeapp.com,NS,America/Halifax,https://shoppersdrugmart.ca,,106,ROBIE ST,Truro,NS,B2N 1L1,,45.3676,-63.3094,106 ROBIE ST,Canada,
026f0699-0323-4b01-9311-0e580eab50d7,SHOPPERS DRUG MART Ellerslie & 91St Street,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2448,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,924,91ST STREET SOUTHWEST,Edmonton,AB,T6X 1P2,,53.4246,-113.4765,924 91ST STREET SOUTHWEST,Canada,
02790f7c-2aa8-4b6f-bdac-69e46059c96b,Fortinos Appleby Dundas - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4632,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,2515,Appleby Line,Burlington,ON,L7R 3X4,,43.420451,-79.826367,2515 Appleby Line,Canada,
02c0c603-213b-479f-b839-7740432ae3e6,Philippe Guay & Marlène Dubé Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0088,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,257,Sir-Wilfrid-Laurier,Mont-Saint-Hilaire,QC,J3H 3N8,,45.5627119,-73.1903708,,Canada,
02d3e383-cd05-4c51-bf7b-d394b3db3e1a,SHOPPERS DRUG MART Markham Town Square,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0920,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,8601,WARDEN AVENUE,Markham,ON,L3R 0B5,,43.8576,-79.3316,8601 WARDEN AVENUE,Canada,
02e4a173-78dd-417c-82b1-2535ba74b0aa,SHOPPERS DRUG MART 1000 Islands Mall,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0935,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,UNIT 27,2399,PARKEDALE AVE,Brockville,ON,K6V 3G9,,44.6026,-75.6992,2399 PARKEDALE AVE,Canada,
02e732fc-06bf-4f8f-9aba-83e05ad691fb,"SYLVIE ARSENEAULT, Pharmacien(ne.s) Propriétaire(s)",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1925,PHX,https://scheduler.pharmaprix.ca,QC,America/Toronto,https://pharmaprix.ca,,2480,1IERE AVENUE,QUEBEC,QC,G1L 3N3,,46.834872,-71.241863,2480 1IERE AVENUE,Canada,
02eb94a2-4f48-451b-9e8c-7e70ebff8922,Forbes Pharmacy - Gorge,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,NBLY,https://forbespharmacygorge.medmeapp.com,BC,America/Vancouver,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-4-gorge-7007459,,603,Gorge Road East,Victoria,BC,V8T 2W7,,,,,Canada,
02fb665c-4ce4-447e-95be-edeb32f6bc0c,Shoppers Drug Mart,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1368,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,7900,MCLAUGHLIN ROAD,Brampton,ON,L6Y 5A7,,43.654178,-79.742161,7900 MCLAUGHLIN ROAD,Canada,
032301e8-8e35-4b43-bf2c-c759ffc407b1,Erin Mills IDA Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,CARE,https://erinmillsida.medmeapp.ca,ON,America/Toronto,https://www.guardian-ida-pharmacies.ca/en/ontario/mississauga/erin-mills-ida-pharmacy-7045121,Unit #6,4099,Erin Mills Parkway,Mississauga,Ontario,L5L 3P9,,,,,Canada,
034b6609-beee-43e3-973b-a98e9701b9e2,SHOPPERS DRUG MART Chinook Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0358,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,UNIT 24,6455,MACLEOD TRAIL S.,Calgary,AB,T2H 0K3,,50.999,-114.0729,6455 MACLEOD TRAIL S.,Canada,
035c389b-30b9-4a55-96cf-01c49a385957,Atlantic Superstore Highway 7 - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0367,LCL,https://shoppersdrugmart.medmeapp.com/lcl,NS,America/Halifax,https://shoppersdrugmart.ca,,5240,Hwy 7,Porters Lake,NS,B3E 1J7,,44.742932,-63.281411,5240 Hwy 7,Canada,
035fd085-e8ba-49dc-ad9b-a1c79672da79,SHOPPERS DRUG MART King & Chase,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1145,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,126,KING STREET WEST,Brockville,ON,K6V 3R3,,44.5885,-75.6861,126 KING STREET WEST,Canada,
036d996d-8c2b-468d-8ce9-a8310e3b3551,Real Canadian Superstore 104th Avenue - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1556,LCL,https://shoppersdrugmart.medmeapp.com/lcl,BC,America/Vancouver,https://shoppersdrugmart.ca,,14650,104th Ave,Surrey,BC,V3R 1M3,,49.191022,-122.815997,14650 104th Ave,Canada,
037dc337-c932-48b9-a8d6-79d887849aad,SHOPPERS SIMPLY PHARMACY George Street,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,3002,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,361,GEORGE STREET,Peterborough,ON,K9H 3R2,,44.3052,-78.3202,361 GEORGE STREET,Canada,
039358fa-bbe1-4563-b7c3-0fd0ec033672,SHOPPERS DRUG MART Algonquin & Highway 655,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1347,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,UNIT #5,681,ALGONQUIN BLVD,Timmins,ON,P4N 8S6,,48.4761,-81.3147,681 ALGONQUIN BLVD,Canada,
03a52972-0888-40a4-aaf9-e00f68401522,Jane/Shoreham Downsview,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,2394,REXALL,https://rexall.medmeapp.com/2394,ON,America/Toronto,https://www.rexall.ca,,4702,Jane Street,Downsview,ON,M3N 2L3,,43.769518,-79.521471,4702 Jane Street,Canada,
03ae6e13-7e07-40ac-bfa1-6209a27b5605,LONDON DRUGS Shawnessy,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0091,LDRUGS,https://londondrugs.medmeapp.com,AB,America/Edmonton,https://www.londondrugs.com,,325,Shawville Blvd SE,Calgary,AB,T2Y 3H9,,50.90090487,-114.0663031,325 Shawville Blvd SE,Canada,
03b5eea5-eb0d-437a-a362-ba156c09ba58,Limeridge Medical Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://limeridgepharmacy.medmeapp.ca,ON,America/Toronto,morellispharmacy.com,,849,Upper Wentworth St,Hamilton,Ontario,L9A 5H4,,,,,Canada,
03edee9f-0590-41dd-bea1-3d7317df2122,Skymark Plaza Willowdale,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,224,REXALL,https://rexall.medmeapp.com/224,ON,America/Toronto,https://www.rexall.ca,,3555,Don Mills Road,Willowdale,ON,M2H 3N3,,43.794168,-79.353238,3555 Don Mills Road,Canada,
03f138a5-28bc-4a63-ae54-a6ffa76dda71,Metro Pharmacy,c906edeb-2f2a-4867-b167-f882555e44bb,583,METRO,https://metropharmacy.medmeapp.com,ON,America/Toronto,https://www.metro.ca/en/services/pharmacy,,20,Great Lakes Dr,Brampton,Ontario,L6R 2K7,,43.731048,-79.762778,20 Great Lakes Drive,Canada,
04159f13-cbbc-4057-8f7a-c13ad2472fc2,SHOPPERS DRUG MART Park & Tilford,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2160,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,UNIT 730,333,BROOKSBANK AVENUE,North Vancouver,BC,V7J 3S8,,49.3101,-123.0423,333 BROOKSBANK AVENUE,Canada,
04270f4d-fc6f-438c-ad99-cd4f30e86431,Food Basics Pharmacy,c906edeb-2f2a-4867-b167-f882555e44bb,564,METRO,https://metropharmacy.medmeapp.com,ON,America/Toronto,https://www.metro.ca/en/services/pharmacy,,280,Harwood Ave S,Ajax,Ontario,L1S 2J1,,43.846112,-79.021064,280 Harwood Avenue South,Canada,
0430dffe-eec2-4a26-ae8e-a877160e1074,Trunk Road Sault Ste Marie,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,1628,REXALL,https://rexall.medmeapp.com/1628,ON,America/Toronto,https://www.rexall.ca,,129,Trunk Road,Sault Ste. Marie,ON,P6A 3S4,,46.511607,-84.296079,129 Trunk Road,Canada,
0450b05e-b1d2-45bf-b779-d4360267366f,Atlantic Superstore Granville Street - Loblaw pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0314,LCL,https://shoppersdrugmart.medmeapp.com/lcl,PE,America/Moncton,https://shoppersdrugmart.ca,,535,Granville St,Summerside,PE,C1N 3C4,,46.419683,-63.77739,535 Granville St,Canada,
0454e850-eadc-4b57-b226-b2df72f33e6f,SHOPPERS DRUG MART Northgate Mall,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0421,SDM,https://shoppersdrugmart.medmeapp.com,SK,America/Regina,https://shoppersdrugmart.ca,,303,ALBERT ST.N.,Regina,SK,S4R 3C4,,50.4825,-104.616,303 ALBERT ST.N.,Canada,
046a3de1-4f26-43bd-9e7f-91e74d3ee075,SHOPPERS DRUG MART Jane & Major Mackenzie,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0913,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,2943,MAJOR MACKENZIE DR.,Maple,ON,L6A 3N9,,43.8487,-79.5351,2943 MAJOR MACKENZIE DR.,Canada,
0472d702-0094-4f80-aaca-5fcf20e721a7,SHOPPERS DRUG MART Westmount & Woodside,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0971,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,149,WESTMOUNT DRIVE NORTH,Orillia,ON,L3V 6C7,,44.6078,-79.4409,149 WESTMOUNT DRIVE NORTH,Canada,
048e7b0a-51d1-4cb3-94a6-9564ff12d8de,SHOPPERS DRUG MART Liberty North,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1005,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,1090,KING ST W,Toronto,ON,M6K 0C7,,43.6402,-79.4221,1090 KING ST W,Canada,ChIJ7wobex01K4gRAQKu5GfUuBs
04a5cf25-26b2-4dbf-8831-45b5f0423a1c,SHOPPERS DRUG MART Fairway,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1334,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,UNIT 1,310,FAIRWAY ROAD S,Kitchener,ON,N2C 1X3,,43.4217,-80.4437,310 FAIRWAY ROAD S,Canada,
04baf352-22fa-4961-a48d-1fa624d19ef5,SPECIALTY HEALTH NETWORK Shn-Burnaby,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,6071,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,UNIT 150,8518,GLENLYON PARKWAY,Burnaby,BC,V5J 0B6,,49.206604,-123.006607,8518 GLENLYON PARKWAY,Canada,
04e50ba9-8d25-4074-90d3-65d49cb11954,Daniel Lavoie & Karine Marcoux Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0056,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,11400,1re avenue,Saint-Georges,QC,G5Y 5S4,,46.1219261,-70.676721,,Canada,
04e906c5-12dd-43ca-83b9-f71a537cf875,Shawnessy Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://shawnessypharmacy.medmeapp.ca,AB,America/Edmonton,https://www.pharmachoice.com/locations/shawnessy-pharmacy/,Unit #138,70,Shawville Blvd SE,Calgary,Alberta,T2Y 2Z3,,,,,Canada,
04fac619-0893-4ee2-bf16-137919ec9638,SHOPPERS DRUG MART Shoppers Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0211,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,,1215C,56TH STREET,Delta,BC,V4L 2A6,,49.0254,-123.0696,1215C 56TH STREET,Canada,
051ac273-d8ed-4a08-b6e6-88f2ce9be6f7,SHOPPERS DRUG MART Charlotte & Alymer,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0995,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,250,CHARLOTTE STREET,Peterborough,ON,K9J 2V1,,44.3035,-78.3234,250 CHARLOTTE STREET,Canada,
05280b3c-42ff-4113-ab42-32590a54eb89,SHOPPERS DRUG MART Richmond & Carling,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0642,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,1460,RICHMOND ROAD,Ottawa,ON,K2B 6S1,,45.362812,-75.78965,1460 RICHMOND ROAD,Canada,
05345a94-e4b3-4989-aec5-d2a218eab2f7,Pharmasave Broadview,a2708f9f-988b-409d-ae78-5c6c4c6baf0b,,RUBICON,https://pharmasavebroadview.medmeapp.com,SK,America/Regina,https://rubiconpharmacies.com,,518,Main Street,Broadview,SK,S0G 0K0,Box 27,,,518 Main Street  [Box 27],Canada,
054987f3-1317-428d-ac02-8d9989183f1d,SHOPPERS DRUG MART Brock Sc,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2121,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,UNIT 35,1800,TRANQUILLE ROAD,Kamloops,BC,V2B 3L9,,50.7006,-120.3953,1800 TRANQUILLE ROAD,Canada,
0561368f-13f6-42cb-993b-8ccd09923688,Dominion Murphy Square - DRUGStore Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0926,LCL,https://shoppersdrugmart.medmeapp.com/lcl,NL,America/St_Johns,https://shoppersdrugmart.ca,,5,Murphy Sq,Corner Brook,NL,A2H 1R4,,48.957712,-57.923965,5 Murphy Sq,Canada,
0569338b-efd5-444f-a644-fde7b1d1619a,SHOPPERS DRUG MART Shops At New West Station,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2243,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,UNIT 1,811,COLUMBIA STREET,New Westminster,BC,V3M 1B9,,49.201,-122.9127,811 COLUMBIA STREET,Canada,
